LSOA11CD,LSOA11NM,WD20CD,WD20NM,LAD20CD,LAD20NM,FID
E01002427,Hillingdon 018E,E05000328,Charville,E09000017,Hillingdon,30496
E01002428,Hillingdon 018F,E05000328,Charville,E09000017,Hillingdon,30497
E01002429,Hillingdon 019C,E05000328,Charville,E09000017,Hillingdon,30498
E01002430,Hillingdon 007A,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,30499
E01002431,Hillingdon 006C,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,30500
E01002432,Hillingdon 006D,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,30501
E01002433,Hillingdon 004A,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,30502
E01002434,Hillingdon 007B,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,30503
E01002435,Hillingdon 007C,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,30504
E01002436,Hillingdon 004B,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,30505
E01002437,Hillingdon 006E,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,30506
E01002438,Hillingdon 003A,E05000330,Harefield,E09000017,Hillingdon,30507
E01002439,Hillingdon 003B,E05000330,Harefield,E09000017,Hillingdon,30508
E01002440,Hillingdon 003C,E05000330,Harefield,E09000017,Hillingdon,30509
E01002441,Hillingdon 003D,E05000330,Harefield,E09000017,Hillingdon,30510
E01002442,Hillingdon 003E,E05000330,Harefield,E09000017,Hillingdon,30511
E01002443,Hillingdon 032A,E05000331,Heathrow Villages,E09000017,Hillingdon,30512
E01002444,Hillingdon 031A,E05000331,Heathrow Villages,E09000017,Hillingdon,30513
E01002445,Hillingdon 029A,E05000331,Heathrow Villages,E09000017,Hillingdon,30514
E01002446,Hillingdon 031B,E05000331,Heathrow Villages,E09000017,Hillingdon,30515
E01002447,Hillingdon 031C,E05000331,Heathrow Villages,E09000017,Hillingdon,30516
E01002448,Hillingdon 032B,E05000331,Heathrow Villages,E09000017,Hillingdon,30517
E01002449,Hillingdon 032C,E05000331,Heathrow Villages,E09000017,Hillingdon,30518
E01002450,Hillingdon 014A,E05000332,Hillingdon East,E09000017,Hillingdon,30519
E01002451,Hillingdon 014B,E05000332,Hillingdon East,E09000017,Hillingdon,30520
E01002452,Hillingdon 014C,E05000332,Hillingdon East,E09000017,Hillingdon,30521
E01002453,Hillingdon 014D,E05000332,Hillingdon East,E09000017,Hillingdon,30522
E01002454,Hillingdon 014E,E05000332,Hillingdon East,E09000017,Hillingdon,30523
E01002455,Hillingdon 019D,E05000332,Hillingdon East,E09000017,Hillingdon,30524
E01002456,Hillingdon 017C,E05000332,Hillingdon East,E09000017,Hillingdon,30525
E01002457,Hillingdon 019E,E05000332,Hillingdon East,E09000017,Hillingdon,30526
E01002458,Hillingdon 011A,E05000333,Ickenham,E09000017,Hillingdon,30527
E01002459,Hillingdon 011B,E05000333,Ickenham,E09000017,Hillingdon,30528
E01002460,Hillingdon 011C,E05000333,Ickenham,E09000017,Hillingdon,30529
E01002461,Hillingdon 013A,E05000333,Ickenham,E09000017,Hillingdon,30530
E01002462,Hillingdon 011D,E05000333,Ickenham,E09000017,Hillingdon,30531
E01002463,Hillingdon 013B,E05000333,Ickenham,E09000017,Hillingdon,30532
E01002464,Hillingdon 011E,E05000333,Ickenham,E09000017,Hillingdon,30533
E01002465,Hillingdon 009A,E05000334,Manor,E09000017,Hillingdon,30534
E01002466,Hillingdon 010B,E05000334,Manor,E09000017,Hillingdon,30535
E01002467,Hillingdon 009B,E05000334,Manor,E09000017,Hillingdon,30536
E01002674,Hounslow 012D,E05000363,Osterley and Spring Grove,E09000018,Hounslow,30537
E01002625,Hounslow 004B,E05000356,Heston East,E09000018,Hounslow,30538
E01002722,Islington 018A,E05000369,Canonbury,E09000019,Islington,30539
E01002474,Hillingdon 002B,E05000335,Northwood,E09000017,Hillingdon,30540
E01002526,Hillingdon 028C,E05000342,West Drayton,E09000017,Hillingdon,30541
E01002675,Hounslow 009A,E05000363,Osterley and Spring Grove,E09000018,Hounslow,30542
E01002374,Havering 027E,E05000321,South Hornchurch,E09000016,Havering,30543
E01002527,Hillingdon 031D,E05000342,West Drayton,E09000017,Hillingdon,30544
E01002528,Hillingdon 028D,E05000342,West Drayton,E09000017,Hillingdon,30545
E01002529,Hillingdon 029C,E05000342,West Drayton,E09000017,Hillingdon,30546
E01002530,Hillingdon 029D,E05000342,West Drayton,E09000017,Hillingdon,30547
E01002531,Hillingdon 029E,E05000342,West Drayton,E09000017,Hillingdon,30548
E01002532,Hillingdon 028E,E05000342,West Drayton,E09000017,Hillingdon,30549
E01002533,Hillingdon 005A,E05000343,West Ruislip,E09000017,Hillingdon,30550
E01002534,Hillingdon 005B,E05000343,West Ruislip,E09000017,Hillingdon,30551
E01002535,Hillingdon 007E,E05000343,West Ruislip,E09000017,Hillingdon,30552
E01002536,Hillingdon 009D,E05000343,West Ruislip,E09000017,Hillingdon,30553
E01002537,Hillingdon 009E,E05000343,West Ruislip,E09000017,Hillingdon,30554
E01002538,Hillingdon 005C,E05000343,West Ruislip,E09000017,Hillingdon,30555
E01002539,Hillingdon 005D,E05000343,West Ruislip,E09000017,Hillingdon,30556
E01002540,Hillingdon 020C,E05000344,Yeading,E09000017,Hillingdon,30557
E01002541,Hillingdon 023A,E05000344,Yeading,E09000017,Hillingdon,30558
E01002542,Hillingdon 020D,E05000344,Yeading,E09000017,Hillingdon,30559
E01002543,Hillingdon 020E,E05000344,Yeading,E09000017,Hillingdon,30560
E01002544,Hillingdon 023B,E05000344,Yeading,E09000017,Hillingdon,30561
E01002545,Hillingdon 023C,E05000344,Yeading,E09000017,Hillingdon,30562
E01002546,Hillingdon 023D,E05000344,Yeading,E09000017,Hillingdon,30563
E01002547,Hillingdon 023E,E05000344,Yeading,E09000017,Hillingdon,30564
E01002548,Hillingdon 025A,E05000345,Yiewsley,E09000017,Hillingdon,30565
E01002549,Hillingdon 025B,E05000345,Yiewsley,E09000017,Hillingdon,30566
E01002550,Hillingdon 022E,E05000345,Yiewsley,E09000017,Hillingdon,30567
E01002551,Hillingdon 025C,E05000345,Yiewsley,E09000017,Hillingdon,30568
E01002552,Hillingdon 025D,E05000345,Yiewsley,E09000017,Hillingdon,30569
E01002553,Hillingdon 025E,E05000345,Yiewsley,E09000017,Hillingdon,30570
E01002554,Hillingdon 022F,E05000345,Yiewsley,E09000017,Hillingdon,30571
E01002555,Hounslow 022A,E05000346,Bedfont,E09000018,Hounslow,30572
E01002556,Hounslow 022B,E05000346,Bedfont,E09000018,Hounslow,30573
E01002557,Hounslow 023A,E05000346,Bedfont,E09000018,Hounslow,30574
E01002558,Hounslow 023B,E05000346,Bedfont,E09000018,Hounslow,30575
E01002559,Hounslow 023C,E05000346,Bedfont,E09000018,Hounslow,30576
E01002560,Hounslow 023D,E05000346,Bedfont,E09000018,Hounslow,30577
E01002561,Hounslow 023E,E05000346,Bedfont,E09000018,Hounslow,30578
E01002562,Hounslow 003A,E05000347,Brentford,E09000018,Hounslow,30579
E01002563,Hounslow 006A,E05000347,Brentford,E09000018,Hounslow,30580
E01002564,Hounslow 003B,E05000347,Brentford,E09000018,Hounslow,30581
E01002565,Hounslow 006B,E05000347,Brentford,E09000018,Hounslow,30582
E01002566,Hounslow 003C,E05000347,Brentford,E09000018,Hounslow,30583
E01002567,Hounslow 006C,E05000347,Brentford,E09000018,Hounslow,30584
E01002568,Hounslow 003D,E05000347,Brentford,E09000018,Hounslow,30585
E01002569,Hounslow 001A,E05000348,Chiswick Homefields,E09000018,Hounslow,30586
E01002475,Hillingdon 001B,E05000335,Northwood,E09000017,Hillingdon,30587
E01002375,Havering 028E,E05000321,South Hornchurch,E09000016,Havering,30588
E01002723,Islington 022C,E05000370,Clerkenwell,E09000019,Islington,30589
E01002676,Hounslow 012E,E05000363,Osterley and Spring Grove,E09000018,Hounslow,30590
E01002476,Hillingdon 001C,E05000335,Northwood,E09000017,Hillingdon,30591
E01002626,Hounslow 004C,E05000356,Heston East,E09000018,Hounslow,30592
E01002376,Havering 012C,E05000322,Squirrel's Heath,E09000016,Havering,30593
E01002724,Islington 022D,E05000370,Clerkenwell,E09000019,Islington,30594
E01002477,Hillingdon 001D,E05000335,Northwood,E09000017,Hillingdon,30595
E01002677,Hounslow 015E,E05000363,Osterley and Spring Grove,E09000018,Hounslow,30596
E01002478,Hillingdon 002C,E05000335,Northwood,E09000017,Hillingdon,30597
E01002627,Hounslow 004D,E05000356,Heston East,E09000018,Hounslow,30598
E01002377,Havering 010D,E05000322,Squirrel's Heath,E09000016,Havering,30599
E01002725,Islington 022E,E05000370,Clerkenwell,E09000019,Islington,30600
E01002678,Hounslow 009B,E05000363,Osterley and Spring Grove,E09000018,Hounslow,30601
E01002726,Islington 022F,E05000370,Clerkenwell,E09000019,Islington,30602
E01002628,Hounslow 011D,E05000356,Heston East,E09000018,Hounslow,30603
E01002378,Havering 010E,E05000322,Squirrel's Heath,E09000016,Havering,30604
E01002479,Hillingdon 004C,E05000336,Northwood Hills,E09000017,Hillingdon,30605
E01002679,Hounslow 009C,E05000363,Osterley and Spring Grove,E09000018,Hounslow,30606
E01002727,Islington 021C,E05000370,Clerkenwell,E09000019,Islington,30607
E01002629,Hounslow 011E,E05000356,Heston East,E09000018,Hounslow,30608
E01002379,Havering 012D,E05000322,Squirrel's Heath,E09000016,Havering,30609
E01002480,Hillingdon 004D,E05000336,Northwood Hills,E09000017,Hillingdon,30610
E01002680,Hounslow 009D,E05000363,Osterley and Spring Grove,E09000018,Hounslow,30611
E01002728,Islington 021D,E05000370,Clerkenwell,E09000019,Islington,30612
E01002630,Hounslow 012A,E05000356,Heston East,E09000018,Hounslow,30613
E01002380,Havering 012E,E05000322,Squirrel's Heath,E09000016,Havering,30614
E01002481,Hillingdon 004E,E05000336,Northwood Hills,E09000017,Hillingdon,30615
E01002681,Hounslow 014C,E05000364,Syon,E09000018,Hounslow,30616
E01002729,Islington 021E,E05000370,Clerkenwell,E09000019,Islington,30617
E01002631,Hounslow 004E,E05000356,Heston East,E09000018,Hounslow,30618
E01002381,Havering 012F,E05000322,Squirrel's Heath,E09000016,Havering,30619
E01002482,Hillingdon 001E,E05000336,Northwood Hills,E09000017,Hillingdon,30620
E01002682,Hounslow 014D,E05000364,Syon,E09000018,Hounslow,30621
E01002730,Islington 007A,E05000371,Finsbury Park,E09000019,Islington,30622
E01002632,Hounslow 010C,E05000357,Heston West,E09000018,Hounslow,30623
E01002382,Havering 014F,E05000322,Squirrel's Heath,E09000016,Havering,30624
E01002483,Hillingdon 002D,E05000336,Northwood Hills,E09000017,Hillingdon,30625
E01002683,Hounslow 014E,E05000364,Syon,E09000018,Hounslow,30626
E01002731,Islington 007B,E05000371,Finsbury Park,E09000019,Islington,30627
E01002633,Hounslow 005A,E05000357,Heston West,E09000018,Hounslow,30628
E01002383,Havering 010F,E05000322,Squirrel's Heath,E09000016,Havering,30629
E01002484,Hillingdon 002E,E05000336,Northwood Hills,E09000017,Hillingdon,30630
E01002684,Hounslow 006D,E05000364,Syon,E09000018,Hounslow,30631
E01002732,Islington 005A,E05000371,Finsbury Park,E09000019,Islington,30632
E01002634,Hounslow 005B,E05000357,Heston West,E09000018,Hounslow,30633
E01002384,Havering 019D,E05000323,Upminster,E09000016,Havering,30634
E01002485,Hillingdon 002F,E05000336,Northwood Hills,E09000017,Hillingdon,30635
E01002686,Hounslow 006E,E05000364,Syon,E09000018,Hounslow,30636
E01002733,Islington 007C,E05000371,Finsbury Park,E09000019,Islington,30637
E01002635,Hounslow 010D,E05000357,Heston West,E09000018,Hounslow,30638
E01002385,Havering 024A,E05000323,Upminster,E09000016,Havering,30639
E01002486,Hillingdon 028A,E05000337,Pinkwell,E09000017,Hillingdon,30640
E01033081,Hounslow 003F,E05000364,Syon,E09000018,Hounslow,30641
E01002734,Islington 005B,E05000371,Finsbury Park,E09000019,Islington,30642
E01002735,Islington 003A,E05000371,Finsbury Park,E09000019,Islington,30643
E01002736,Islington 005C,E05000371,Finsbury Park,E09000019,Islington,30644
E01002737,Islington 005D,E05000371,Finsbury Park,E09000019,Islington,30645
E01002738,Islington 009A,E05000372,Highbury East,E09000019,Islington,30646
E01002739,Islington 013A,E05000372,Highbury East,E09000019,Islington,30647
E01002740,Islington 013B,E05000372,Highbury East,E09000019,Islington,30648
E01002741,Islington 009B,E05000372,Highbury East,E09000019,Islington,30649
E01002742,Islington 006A,E05000372,Highbury East,E09000019,Islington,30650
E01002743,Islington 009C,E05000372,Highbury East,E09000019,Islington,30651
E01002744,Islington 009D,E05000372,Highbury East,E09000019,Islington,30652
E01002745,Islington 013C,E05000373,Highbury West,E09000019,Islington,30653
E01002747,Islington 006B,E05000373,Highbury West,E09000019,Islington,30654
E01002748,Islington 006C,E05000373,Highbury West,E09000019,Islington,30655
E01002749,Islington 006D,E05000373,Highbury West,E09000019,Islington,30656
E01002751,Islington 005E,E05000373,Highbury West,E09000019,Islington,30657
E01002752,Islington 009E,E05000373,Highbury West,E09000019,Islington,30658
E01033491,Islington 011H,E05000373,Highbury West,E09000019,Islington,30659
E01033492,Islington 011I,E05000373,Highbury West,E09000019,Islington,30660
E01033493,Islington 006F,E05000373,Highbury West,E09000019,Islington,30661
E01033494,Islington 006G,E05000373,Highbury West,E09000019,Islington,30662
E01002753,Islington 002A,E05000374,Hillrise,E09000019,Islington,30663
E01002754,Islington 002B,E05000374,Hillrise,E09000019,Islington,30664
E01002755,Islington 001A,E05000374,Hillrise,E09000019,Islington,30665
E01002756,Islington 001B,E05000374,Hillrise,E09000019,Islington,30666
E01002757,Islington 002C,E05000374,Hillrise,E09000019,Islington,30667
E01002758,Islington 001C,E05000374,Hillrise,E09000019,Islington,30668
E01002759,Islington 002D,E05000374,Hillrise,E09000019,Islington,30669
E01002760,Islington 002E,E05000374,Hillrise,E09000019,Islington,30670
E01002762,Islington 011C,E05000375,Holloway,E09000019,Islington,30671
E01002763,Islington 007D,E05000375,Holloway,E09000019,Islington,30672
E01002764,Islington 010A,E05000375,Holloway,E09000019,Islington,30673
E01033082,Hounslow 003G,E05000364,Syon,E09000018,Hounslow,30674
E01002487,Hillingdon 028B,E05000337,Pinkwell,E09000017,Hillingdon,30675
E01002636,Hounslow 010E,E05000357,Heston West,E09000018,Hounslow,30676
E01002687,Hounslow 029A,E05000365,Turnham Green,E09000018,Hounslow,30677
E01002488,Hillingdon 030B,E05000337,Pinkwell,E09000017,Hillingdon,30678
E01002637,Hounslow 005C,E05000357,Heston West,E09000018,Hounslow,30679
E01002689,Hounslow 007E,E05000365,Turnham Green,E09000018,Hounslow,30680
E01002386,Havering 022E,E05000323,Upminster,E09000016,Havering,30681
E01002489,Hillingdon 030C,E05000337,Pinkwell,E09000017,Hillingdon,30682
E01002638,Hounslow 005D,E05000357,Heston West,E09000018,Hounslow,30683
E01002690,Hounslow 007F,E05000365,Turnham Green,E09000018,Hounslow,30684
E01002387,Havering 024B,E05000323,Upminster,E09000016,Havering,30685
E01002490,Hillingdon 030D,E05000337,Pinkwell,E09000017,Hillingdon,30686
E01002639,Hounslow 012B,E05000358,Hounslow Central,E09000018,Hounslow,30687
E01002691,Hounslow 029B,E05000365,Turnham Green,E09000018,Hounslow,30688
E01002388,Havering 024C,E05000323,Upminster,E09000016,Havering,30689
E01002491,Hillingdon 032D,E05000337,Pinkwell,E09000017,Hillingdon,30690
E01002640,Hounslow 012C,E05000358,Hounslow Central,E09000018,Hounslow,30691
E01002641,Hounslow 018A,E05000358,Hounslow Central,E09000018,Hounslow,30692
E01002642,Hounslow 015A,E05000358,Hounslow Central,E09000018,Hounslow,30693
E01002643,Hounslow 015B,E05000358,Hounslow Central,E09000018,Hounslow,30694
E01002645,Hounslow 015C,E05000358,Hounslow Central,E09000018,Hounslow,30695
E01033083,Hounslow 018F,E05000358,Hounslow Central,E09000018,Hounslow,30696
E01033084,Hounslow 018G,E05000358,Hounslow Central,E09000018,Hounslow,30697
E01002646,Hounslow 017B,E05000359,Hounslow Heath,E09000018,Hounslow,30698
E01002647,Hounslow 021A,E05000359,Hounslow Heath,E09000018,Hounslow,30699
E01002648,Hounslow 018C,E05000359,Hounslow Heath,E09000018,Hounslow,30700
E01002649,Hounslow 018D,E05000359,Hounslow Heath,E09000018,Hounslow,30701
E01002650,Hounslow 021B,E05000359,Hounslow Heath,E09000018,Hounslow,30702
E01002651,Hounslow 021C,E05000359,Hounslow Heath,E09000018,Hounslow,30703
E01002652,Hounslow 021D,E05000359,Hounslow Heath,E09000018,Hounslow,30704
E01002653,Hounslow 019A,E05000360,Hounslow South,E09000018,Hounslow,30705
E01002654,Hounslow 019B,E05000360,Hounslow South,E09000018,Hounslow,30706
E01002655,Hounslow 019C,E05000360,Hounslow South,E09000018,Hounslow,30707
E01002656,Hounslow 019D,E05000360,Hounslow South,E09000018,Hounslow,30708
E01002657,Hounslow 018E,E05000360,Hounslow South,E09000018,Hounslow,30709
E01002658,Hounslow 015D,E05000360,Hounslow South,E09000018,Hounslow,30710
E01002659,Hounslow 019E,E05000360,Hounslow South,E09000018,Hounslow,30711
E01002660,Hounslow 016C,E05000361,Hounslow West,E09000018,Hounslow,30712
E01002661,Hounslow 016D,E05000361,Hounslow West,E09000018,Hounslow,30713
E01002662,Hounslow 017C,E05000361,Hounslow West,E09000018,Hounslow,30714
E01002663,Hounslow 017D,E05000361,Hounslow West,E09000018,Hounslow,30715
E01002664,Hounslow 017E,E05000361,Hounslow West,E09000018,Hounslow,30716
E01002665,Hounslow 016E,E05000361,Hounslow West,E09000018,Hounslow,30717
E01002666,Hounslow 021E,E05000361,Hounslow West,E09000018,Hounslow,30718
E01002667,Hounslow 020A,E05000362,Isleworth,E09000018,Hounslow,30719
E01002389,Havering 024D,E05000323,Upminster,E09000016,Havering,30720
E01002692,Hounslow 029C,E05000365,Turnham Green,E09000018,Hounslow,30721
E01002390,Havering 024E,E05000323,Upminster,E09000016,Havering,30722
E01002693,Hounslow 029D,E05000365,Turnham Green,E09000018,Hounslow,30723
E01002391,Havering 018E,E05000323,Upminster,E09000016,Havering,30724
E01032573,Hounslow 029E,E05000365,Turnham Green,E09000018,Hounslow,30725
E01002392,Hillingdon 020A,E05000324,Barnhill,E09000017,Hillingdon,30726
E01002492,Hillingdon 030E,E05000337,Pinkwell,E09000017,Hillingdon,30727
E01002694,Islington 019A,E05000366,Barnsbury,E09000019,Islington,30728
E01002393,Hillingdon 020B,E05000324,Barnhill,E09000017,Hillingdon,30729
E01002493,Hillingdon 032E,E05000337,Pinkwell,E09000017,Hillingdon,30730
E01002695,Islington 021A,E05000366,Barnsbury,E09000019,Islington,30731
E01002394,Hillingdon 021A,E05000324,Barnhill,E09000017,Hillingdon,30732
E01002494,Hillingdon 009C,E05000338,South Ruislip,E09000017,Hillingdon,30733
E01002696,Islington 020A,E05000366,Barnsbury,E09000019,Islington,30734
E01002395,Hillingdon 021B,E05000324,Barnhill,E09000017,Hillingdon,30735
E01002495,Hillingdon 010E,E05000338,South Ruislip,E09000017,Hillingdon,30736
E01002697,Islington 019B,E05000366,Barnsbury,E09000019,Islington,30737
E01002396,Hillingdon 026A,E05000324,Barnhill,E09000017,Hillingdon,30738
E01002496,Hillingdon 033A,E05000338,South Ruislip,E09000017,Hillingdon,30739
E01002497,Hillingdon 033B,E05000338,South Ruislip,E09000017,Hillingdon,30740
E01002498,Hillingdon 033C,E05000338,South Ruislip,E09000017,Hillingdon,30741
E01002499,Hillingdon 033D,E05000338,South Ruislip,E09000017,Hillingdon,30742
E01032577,Hillingdon 033E,E05000338,South Ruislip,E09000017,Hillingdon,30743
E01002501,Hillingdon 026B,E05000339,Townfield,E09000017,Hillingdon,30744
E01002502,Hillingdon 026C,E05000339,Townfield,E09000017,Hillingdon,30745
E01002503,Hillingdon 027C,E05000339,Townfield,E09000017,Hillingdon,30746
E01002504,Hillingdon 027D,E05000339,Townfield,E09000017,Hillingdon,30747
E01002505,Hillingdon 026D,E05000339,Townfield,E09000017,Hillingdon,30748
E01002506,Hillingdon 027E,E05000339,Townfield,E09000017,Hillingdon,30749
E01002507,Hillingdon 027F,E05000339,Townfield,E09000017,Hillingdon,30750
E01002508,Hillingdon 026E,E05000339,Townfield,E09000017,Hillingdon,30751
E01002509,Hillingdon 017D,E05000340,Uxbridge North,E09000017,Hillingdon,30752
E01002511,Hillingdon 017E,E05000340,Uxbridge North,E09000017,Hillingdon,30753
E01002512,Hillingdon 013C,E05000340,Uxbridge North,E09000017,Hillingdon,30754
E01002513,Hillingdon 013D,E05000340,Uxbridge North,E09000017,Hillingdon,30755
E01002514,Hillingdon 015C,E05000340,Uxbridge North,E09000017,Hillingdon,30756
E01002515,Hillingdon 015D,E05000340,Uxbridge North,E09000017,Hillingdon,30757
E01002516,Hillingdon 013E,E05000340,Uxbridge North,E09000017,Hillingdon,30758
E01033725,Hillingdon 015F,E05000340,Uxbridge North,E09000017,Hillingdon,30759
E01002518,Hillingdon 022C,E05000341,Uxbridge South,E09000017,Hillingdon,30760
E01002397,Hillingdon 021C,E05000324,Barnhill,E09000017,Hillingdon,30761
E01002698,Islington 017A,E05000366,Barnsbury,E09000019,Islington,30762
E01002398,Hillingdon 021D,E05000324,Barnhill,E09000017,Hillingdon,30763
E01002699,Islington 017B,E05000366,Barnsbury,E09000019,Islington,30764
E01002399,Hillingdon 021E,E05000324,Barnhill,E09000017,Hillingdon,30765
E01002700,Islington 017C,E05000366,Barnsbury,E09000019,Islington,30766
E01002400,Hillingdon 024A,E05000325,Botwell,E09000017,Hillingdon,30767
E01002701,Islington 023A,E05000367,Bunhill,E09000019,Islington,30768
E01002401,Hillingdon 024B,E05000325,Botwell,E09000017,Hillingdon,30769
E01002702,Islington 023B,E05000367,Bunhill,E09000019,Islington,30770
E01002402,Hillingdon 024C,E05000325,Botwell,E09000017,Hillingdon,30771
E01002703,Islington 023C,E05000367,Bunhill,E09000019,Islington,30772
E01002403,Hillingdon 024D,E05000325,Botwell,E09000017,Hillingdon,30773
E01002704,Islington 023D,E05000367,Bunhill,E09000019,Islington,30774
E01002404,Hillingdon 024E,E05000325,Botwell,E09000017,Hillingdon,30775
E01002706,Islington 023E,E05000367,Bunhill,E09000019,Islington,30776
E01002405,Hillingdon 027A,E05000325,Botwell,E09000017,Hillingdon,30777
E01002707,Islington 022B,E05000367,Bunhill,E09000019,Islington,30778
E01002406,Hillingdon 027B,E05000325,Botwell,E09000017,Hillingdon,30779
E01033489,Islington 022G,E05000367,Bunhill,E09000019,Islington,30780
E01002407,Hillingdon 030A,E05000325,Botwell,E09000017,Hillingdon,30781
E01033490,Islington 022H,E05000367,Bunhill,E09000019,Islington,30782
E01002408,Hillingdon 019A,E05000326,Brunel,E09000017,Hillingdon,30783
E01002708,Islington 015A,E05000368,Caledonian,E09000019,Islington,30784
E01002409,Hillingdon 019B,E05000326,Brunel,E09000017,Hillingdon,30785
E01002709,Islington 019C,E05000368,Caledonian,E09000019,Islington,30786
E01002410,Hillingdon 017A,E05000326,Brunel,E09000017,Hillingdon,30787
E01002411,Hillingdon 022A,E05000326,Brunel,E09000017,Hillingdon,30788
E01002412,Hillingdon 017B,E05000326,Brunel,E09000017,Hillingdon,30789
E01002413,Hillingdon 022B,E05000326,Brunel,E09000017,Hillingdon,30790
E01002414,Hillingdon 015A,E05000326,Brunel,E09000017,Hillingdon,30791
E01002415,Hillingdon 010A,E05000327,Cavendish,E09000017,Hillingdon,30792
E01002416,Hillingdon 008A,E05000327,Cavendish,E09000017,Hillingdon,30793
E01002417,Hillingdon 008B,E05000327,Cavendish,E09000017,Hillingdon,30794
E01002710,Islington 019D,E05000368,Caledonian,E09000019,Islington,30795
E01002711,Islington 021B,E05000368,Caledonian,E09000019,Islington,30796
E01002712,Islington 015B,E05000368,Caledonian,E09000019,Islington,30797
E01002713,Islington 015C,E05000368,Caledonian,E09000019,Islington,30798
E01002714,Islington 017D,E05000368,Caledonian,E09000019,Islington,30799
E01002715,Islington 019E,E05000368,Caledonian,E09000019,Islington,30800
E01003110,Lambeth 002C,E05000427,Prince's,E09000022,Lambeth,30801
E01003111,Lambeth 002D,E05000427,Prince's,E09000022,Lambeth,30802
E01003112,Lambeth 002E,E05000427,Prince's,E09000022,Lambeth,30803
E01003113,Lambeth 032A,E05000428,St Leonard's,E09000022,Lambeth,30804
E01003114,Lambeth 032B,E05000428,St Leonard's,E09000022,Lambeth,30805
E01003115,Lambeth 034A,E05000428,St Leonard's,E09000022,Lambeth,30806
E01003116,Lambeth 029A,E05000428,St Leonard's,E09000022,Lambeth,30807
E01003117,Lambeth 029B,E05000428,St Leonard's,E09000022,Lambeth,30808
E01003118,Lambeth 029C,E05000428,St Leonard's,E09000022,Lambeth,30809
E01003119,Lambeth 032C,E05000428,St Leonard's,E09000022,Lambeth,30810
E01003120,Lambeth 032D,E05000428,St Leonard's,E09000022,Lambeth,30811
E01003121,Lambeth 006B,E05000429,Stockwell,E09000022,Lambeth,30812
E01003122,Lambeth 004D,E05000429,Stockwell,E09000022,Lambeth,30813
E01003123,Lambeth 006C,E05000429,Stockwell,E09000022,Lambeth,30814
E01003124,Lambeth 006D,E05000429,Stockwell,E09000022,Lambeth,30815
E01003125,Lambeth 006E,E05000429,Stockwell,E09000022,Lambeth,30816
E01003011,Kingston upon Thames 004E,E05000415,Tudor,E09000021,Kingston upon Thames,30817
E01003126,Lambeth 008D,E05000429,Stockwell,E09000022,Lambeth,30818
E01003127,Lambeth 010E,E05000429,Stockwell,E09000022,Lambeth,30819
E01002912,Kensington and Chelsea 020E,E05009405,Stanley,E09000020,Kensington and Chelsea,30820
E01003128,Lambeth 008E,E05000429,Stockwell,E09000022,Lambeth,30821
E01003013,Lambeth 036A,E05000416,Bishop's,E09000022,Lambeth,30822
E01003061,Lambeth 011F,E05000421,Ferndale,E09000022,Lambeth,30823
E01002765,Islington 015D,E05000375,Holloway,E09000019,Islington,30824
E01003129,Lambeth 004E,E05000429,Stockwell,E09000022,Lambeth,30825
E01002913,Kensington and Chelsea 021E,E05009405,Stanley,E09000020,Kensington and Chelsea,30826
E01003014,Lambeth 036B,E05000416,Bishop's,E09000022,Lambeth,30827
E01003062,Lambeth 033A,E05000422,Gipsy Hill,E09000022,Lambeth,30828
E01002854,Kensington and Chelsea 001C,E05009396,Golborne,E09000020,Kensington and Chelsea,30829
E01002766,Islington 015E,E05000375,Holloway,E09000019,Islington,30830
E01002961,Kingston upon Thames 008D,E05000407,Coombe Vale,E09000021,Kingston upon Thames,30831
E01002812,Kensington and Chelsea 013A,E05009388,Abingdon,E09000020,Kensington and Chelsea,30832
E01003130,Lambeth 026A,E05000430,Streatham Hill,E09000022,Lambeth,30833
E01002914,Kensington and Chelsea 019E,E05009405,Stanley,E09000020,Kensington and Chelsea,30834
E01003015,Lambeth 002A,E05000416,Bishop's,E09000022,Lambeth,30835
E01003063,Lambeth 033B,E05000422,Gipsy Hill,E09000022,Lambeth,30836
E01002855,Kensington and Chelsea 001D,E05009396,Golborne,E09000020,Kensington and Chelsea,30837
E01002767,Islington 011D,E05000375,Holloway,E09000019,Islington,30838
E01002962,Kingston upon Thames 006C,E05000407,Coombe Vale,E09000021,Kingston upon Thames,30839
E01002813,Kensington and Chelsea 011A,E05009388,Abingdon,E09000020,Kensington and Chelsea,30840
E01003131,Lambeth 026B,E05000430,Streatham Hill,E09000022,Lambeth,30841
E01003016,Lambeth 036C,E05000416,Bishop's,E09000022,Lambeth,30842
E01002915,Kingston upon Thames 014A,E05000400,Alexandra,E09000021,Kingston upon Thames,30843
E01003017,Lambeth 036D,E05000416,Bishop's,E09000022,Lambeth,30844
E01003064,Lambeth 028A,E05000422,Gipsy Hill,E09000022,Lambeth,30845
