Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context,geometry,residential
5679ab4111babfc55796386991aac0dc5d733cb74c56ed9519b966446a65b1f8,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.258773,51.621389,On or near Oakmead Gardens,E01000232,Barnet 013E,Burglary,Under investigation,,POINT (-0.258773 51.621389),False
955c7069e786d76592f3620bc719f5e45fe56528cde5deccf9e881d4a2186b27,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.25739,51.619759,On or near Selvage Lane,E01000232,Barnet 013E,Burglary,Investigation complete; no suspect identified,,POINT (-0.25739 51.619759),False
4d20f78066631fc6f3b8e6f6ffdc4aecaf903a192fdb5ff5665dbb143387b516,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.236485,51.610499,On or near Holmdene Avenue,E01000256,Barnet 016A,Burglary,Under investigation,,POINT (-0.236485 51.610499),False
bc0cf3fa549e04a1218098410710e8e8622e92863d4d39f52c8d9354bd100d7b,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.243839,51.615303,On or near Hartley Avenue,E01000258,Barnet 016B,Burglary,Investigation complete; no suspect identified,,POINT (-0.243839 51.615303),False
f937aacc3425cb6d25370fd54b3ced88b3c0a555fe7a8dda25c7a9790b693af0,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.275901,51.611707,On or near Supermarket,E01000193,Barnet 018B,Burglary,Unable to prosecute suspect,,POINT (-0.275901 51.611707),False
61c93b5fc5488de170a3006eb7479f9e7c09d90913673cb134c79079593eb670,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.275901,51.611707,On or near Supermarket,E01000193,Barnet 018B,Burglary,Under investigation,,POINT (-0.275901 51.611707),False
36cb2ecb8bea29c0453e897d76c5fc30f19b428cd0a201e866461b02237ef0e0,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.274935,51.611178,On or near Parking Area,E01000194,Barnet 018C,Burglary,Under investigation,,POINT (-0.274935 51.611178),False
4aa58b50167e42cc14ec09561f0641d9ae19c17eb060542ad163bd87ffea4df1,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.154422,51.606216,On or near Pinkham Way,E01000164,Barnet 022D,Burglary,Under investigation,,POINT (-0.154422 51.606216),False
3a7f2858f1e403decf38afbc15a45d1648139d15a2ca623b0c413326b36de2bf,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.186584,51.595689,On or near Sports/Recreation Area,E01000197,Barnet 023A,Burglary,Investigation complete; no suspect identified,,POINT (-0.186584 51.595689),False
96d6a0da2900091ceeb16526893f7566ddb9cac736623474027ab18d5198e390,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.186584,51.595689,On or near Sports/Recreation Area,E01000197,Barnet 023A,Burglary,Investigation complete; no suspect identified,,POINT (-0.186584 51.595689),False
687b6c194ab29283ee3a3bb7e8312dd6e29154d6e2e9c4be00e99f2a83e5ae62,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.245296,51.600758,On or near Near Acre,E01000151,Barnet 026B,Burglary,Under investigation,,POINT (-0.245296 51.600758),False
3769dfe0259ec35970d417ba6428e3e0058d016dce9566d1e8d18ab603b57cf3,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.244221,51.602783,On or near Long Mead,E01000151,Barnet 026B,Burglary,Under investigation,,POINT (-0.244221 51.602783),False
05cfc90c07d705f0f8c5f7983c98b2a2861e1b4fef412a617e45995348c75d3f,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.247012,51.604938,On or near Long Field,E01000152,Barnet 026C,Burglary,Under investigation,,POINT (-0.247012 51.604938),False
36a04e5866b163fdfc305a21559932fee6f052285bae6791020ca44a81a92d4a,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.243825,51.60445,On or near Corner Mead,E01000152,Barnet 026C,Burglary,Under investigation,,POINT (-0.243825 51.60445),False
1231e5dddde7f8c5356ee3d977af82864b71cff8980e79654b2d979e63a2d2c7,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.221369,51.589405,On or near Parking Area,E01000243,Barnet 032C,Burglary,Investigation complete; no suspect identified,,POINT (-0.221369 51.589405),False
1e459c1ca4ea87a751db60081db0079656dd2e8b39d15f0dc5c70e9d16852a63,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.221369,51.589405,On or near Parking Area,E01000243,Barnet 032C,Burglary,Investigation complete; no suspect identified,,POINT (-0.221369 51.589405),False
7430b370f3cb0fdf9f712c20a95d91c308c8c23941ec61294c0dc8c2193d0e28,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.224647,51.590016,On or near Church Road,E01000244,Barnet 032D,Burglary,Under investigation,,POINT (-0.224647 51.590016),False
e3e5ea4b7a7d125cb11a1107a33067851387a98c1518792a1e7bfeb44710bb6b,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.220322,51.578791,On or near Renters Avenue,E01000310,Barnet 034C,Burglary,Under investigation,,POINT (-0.220322 51.578791),False
65d7f5210761a28ac519b3049b3c5a96006326b6071ae2877a900ed2f219b272,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.236053,51.573966,On or near Edgware Road,E01000305,Barnet 036B,Burglary,Under investigation,,POINT (-0.236053 51.573966),False
949ed4f33d4caa759562a73752368bac1888bfed8634b94d11189e8f0ded7e5b,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.201457,51.573711,On or near The Riding,E01000145,Barnet 037A,Burglary,Under investigation,,POINT (-0.201457 51.573711),False
433b6e9c7189f3cad47120f13fb96a73c50b257f671da8fffc1d828240587f90,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.201186,51.574316,On or near Shopping Area,E01000144,Barnet 038C,Burglary,Awaiting court outcome,,POINT (-0.201186 51.574316),False
fded8ce175d6dde0cd7f614092aa2cb0b7bd7ff40bef3d086e988f0c2cb8ecd7,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.215314,51.55729,On or near Supermarket,E01000141,Barnet 039A,Burglary,Under investigation,,POINT (-0.215314 51.55729),False
e46b673f444952d7005223014d1701681de68359ddabd930af191989b6e6579a,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.215817,51.559308,On or near Depot Approach,E01000141,Barnet 039A,Burglary,Investigation complete; no suspect identified,,POINT (-0.215817 51.559308),False
f9b0a8b0030f5a5e05e733b4e877db379bf5aadf3c362b772e728e21858bd0c0,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.223789,51.576417,On or near Shopping Area,E01000307,Barnet 039D,Burglary,Under investigation,,POINT (-0.223789 51.576417),False
1da9636fef80d944a8947aa963a3a77e21acafa6c22dfca0586b1e8f24e4e04d,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.245925,51.597926,On or near Cherry Close,E01033916,Barnet 042B,Burglary,Investigation complete; no suspect identified,,POINT (-0.245925 51.597926),False
12dac6b855947a5b25c53ff7e708159295ea79a5abec8fbcec0c277edac00a21,2025-02,Metropolitan Police Service,Metropolitan Police Service,0.160579,51.465192,On or near Parking Area,E01000370,Bexley 014D,Burglary,Under investigation,,POINT (0.160579 51.465192),False
4ad344be384e64d303c9b8fb63bff76cfab222a43ed2476ef781ca860fd6cc20,2025-02,Metropolitan Police Service,Metropolitan Police Service,0.149098,51.456185,On or near Supermarket,E01000362,Bexley 015B,Burglary,Under investigation,,POINT (0.149098 51.456185),False
b901da33229be39178e35ff886bec1e4ba41747a7266982756ec89c9ad6e938b,2025-02,Metropolitan Police Service,Metropolitan Police Service,0.181406,51.450885,On or near Parking Area,E01033791,Bexley 019G,Burglary,Under investigation,,POINT (0.181406 51.450885),False
a4f97631b19dab0a4f3c7e981cc66ec5fb502205ce10d27a919c5fc15a921260,2025-02,Metropolitan Police Service,Metropolitan Police Service,0.171419,51.452132,On or near London Road,E01033792,Bexley 019H,Burglary,Under investigation,,POINT (0.171419 51.452132),False
e9b1c13af01f2a98171df378ac0477decdabd07d6f339f5558053a1b49654600,2025-02,Metropolitan Police Service,Metropolitan Police Service,0.118505,51.447686,On or near Sherwood Park Avenue,E01000352,Bexley 021D,Burglary,Under investigation,,POINT (0.118505 51.447686),False
db3ff3a7d9366f827894a0c6787f475782429fdfaf97c443ca55b379a12874a6,2025-02,Metropolitan Police Service,Metropolitan Police Service,0.104462,51.433686,On or near Parking Area,E01000462,Bexley 026E,Burglary,Under investigation,,POINT (0.104462 51.433686),False
1e876d65d72e1b166b878ddbb773ad68ac8aca89ddd852b788c05452d1140964,2025-02,Metropolitan Police Service,Metropolitan Police Service,0.12595,51.414934,On or near Edgington Way,E01000385,Bexley 028C,Burglary,Investigation complete; no suspect identified,,POINT (0.12595 51.414934),False
045dc21c2d79236bb23efea5d2620466b4f78641602749f37074ac6d6c5a240d,2025-02,Metropolitan Police Service,Metropolitan Police Service,0.119958,51.417849,On or near Foots Cray High Street,E01000386,Bexley 028D,Burglary,Under investigation,,POINT (0.119958 51.417849),False
db03c6c958a80ab4ae3dfb07033df1e2f21a1517626bddceb38533d525ca8b47,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.267586,51.594048,On or near Stag Lane,E01000587,Brent 001A,Burglary,Investigation complete; no suspect identified,,POINT (-0.267586 51.594048),False
06c99590cbc1268c0b33cb3a399b52dc8dbb6bd1815f34249bac13e6f3a74a42,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.277585,51.591156,On or near Eton Grove,E01000589,Brent 001B,Burglary,Under investigation,,POINT (-0.277585 51.591156),False
3d1cabf225abb8d9acfa5b8d79f586d3806fee9fb6c59108f59839bd3aeb4618,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.282494,51.591356,On or near Shopping Area,E01000589,Brent 001B,Burglary,Investigation complete; no suspect identified,,POINT (-0.282494 51.591356),False
5055dd5d7af2ddef92ac1d359e2cbba7532604caff6bf1a6b896a954dd2fc332,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.263999,51.593824,On or near Capitol Way,E01033929,Brent 002F,Burglary,Investigation complete; no suspect identified,,POINT (-0.263999 51.593824),False
ad0fa0f9720dba6299f2d590aa891bacf4b3ded087f4d24fe072642f88be2626,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.261809,51.591436,On or near Grove Park,E01033930,Brent 002G,Burglary,Under investigation,,POINT (-0.261809 51.591436),False
37443e2ce0b3408c656fd6fe25153c5e7198439dcd41b2fc211cdabd351cfedb,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.279952,51.58504,On or near Supermarket,E01000591,Brent 003F,Burglary,Under investigation,,POINT (-0.279952 51.58504),False
2cabb71d0820705b6e1366f0bfe6a115ea7995d80146dff2f421dcfcc0aadc04,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.279952,51.58504,On or near Supermarket,E01000591,Brent 003F,Burglary,Under investigation,,POINT (-0.279952 51.58504),False
503c459f78c5c79953a667a8f55e7f237ea6b7c73a96e27bdf199486e255d28f,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.256582,51.577906,On or near Townsend Lane,E01000629,Brent 005E,Burglary,Investigation complete; no suspect identified,,POINT (-0.256582 51.577906),False
43caa34363b51453f7df919065269a539a8d162b9950043149a6a3c073fd8f34,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.317484,51.575989,On or near Parking Area,E01000568,Brent 008D,Burglary,Investigation complete; no suspect identified,,POINT (-0.317484 51.575989),False
7cb4052de80d58a0a84e0f1d4089404a30f67a989b0c175dfcaf35466ad31a6e,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.316538,51.581299,On or near Kenton,E01000568,Brent 008D,Burglary,Investigation complete; no suspect identified,,POINT (-0.316538 51.581299),False
4171d6e4592466f22ae56926a2bc5e5eda68aaf90adfa044ffbd1cb4f7b3b1b4,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.274451,51.564897,On or near Petrol Station,E01000481,Brent 009B,Burglary,Under investigation,,POINT (-0.274451 51.564897),False
a52c17a2bc04d6560c4806c748d2cf5a757d3f5bde46cfd3dc174c73f4fda0b7,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.277158,51.565423,On or near A4088,E01033931,Brent 009F,Burglary,Unable to prosecute suspect,,POINT (-0.277158 51.565423),False
c96e7106e62cc9a333f3efd9c4be8d2ebb8bb67b3bb694b10446b62f3959aed6,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.239332,51.567532,On or near Apsley Way,E01000498,Brent 010B,Burglary,Investigation complete; no suspect identified,,POINT (-0.239332 51.567532),False
4ea8725cbcd1a022953e1af2b157e87b701e573e1ce0fa37b70f5fe2d3de8564,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.226715,51.562864,On or near Mount Road,E01000503,Brent 011E,Burglary,Investigation complete; no suspect identified,,POINT (-0.226715 51.562864),False
32168e56aadc2811bbb4b54e7f6482ceb8259b8f980e24e9277ef52623eb1f5b,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.226715,51.562864,On or near Mount Road,E01000503,Brent 011E,Burglary,Investigation complete; no suspect identified,,POINT (-0.226715 51.562864),False
eed7ff47bf14794c942b27fd580dc3643fa6d3688cb9a514e14d1309c0ed4d78,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.24219,51.550311,On or near Shopping Area,E01000506,Brent 014A,Burglary,Under investigation,,POINT (-0.24219 51.550311),False
4127f9b9da89351f0fddf129380ecb361460259a373dff60142872ab707510f5,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.24219,51.550311,On or near Shopping Area,E01000506,Brent 014A,Burglary,Under investigation,,POINT (-0.24219 51.550311),False
3129a5db21ecbc45db3f839205b5b2decdef8258a0db753316891273fb807b75,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.220731,51.560921,On or near Longley Way,E01000554,Brent 015B,Burglary,Investigation complete; no suspect identified,,POINT (-0.220731 51.560921),False
10e2828b84b84a0f0162b7546f58624aa5f57f254df016148f378dce108ec2cf,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.212805,51.554452,On or near Anson Road,E01000556,Brent 015D,Burglary,Under investigation,,POINT (-0.212805 51.554452),False
b534b3d5af073b0f6e65e64be56bcca22ee28fcdf38d682d51e8cbb8a2817184,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.230462,51.554422,On or near Helena Road,E01000507,Brent 018C,Burglary,Investigation complete; no suspect identified,,POINT (-0.230462 51.554422),False
b533989b23e9affafe3a5b31fbc2cd9a461eaada6e96ceef4b526ee3fd96ef1c,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.22062,51.549724,On or near Supermarket,E01000559,Brent 018E,Burglary,Under investigation,,POINT (-0.22062 51.549724),False
10f826f380f1906d2f750e923f03e3d9177be83ac3140644abc06e08a4be5c36,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.301233,51.552024,On or near Shopping Area,E01000634,Brent 019E,Burglary,Under investigation,,POINT (-0.301233 51.552024),False
a5c273b2df69cec9a5e83dd05d51fa6182110c1608b29937982a9ae3e52967ee,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.253725,51.550751,On or near Yeats Close,E01000601,Brent 021B,Burglary,Investigation complete; no suspect identified,,POINT (-0.253725 51.550751),False
786c45137dd4b28c787679f05b833053dfafd71aa313584875196128d10a7fbb,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.224905,51.548206,On or near Dean Road,E01000642,Brent 022D,Burglary,Investigation complete; no suspect identified,,POINT (-0.224905 51.548206),False
6dd9a28d81f6e7a2463095d27238fbbc66ce527bea51d93ec5774abb3b7bfda2,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.226764,51.547128,On or near Ellis Close,E01000642,Brent 022D,Burglary,Under investigation,,POINT (-0.226764 51.547128),False
3ffdf72d3231e6ad6b98ce8c4fb4d7a355f17b91192d52506bbd2dd4b7a85279,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.202561,51.545725,On or near Cavendish Road,E01000490,Brent 023A,Burglary,Investigation complete; no suspect identified,,POINT (-0.202561 51.545725),False
ad161505c489a8544457a0e7668fa70e49417ea1faf5bb525f94ed7fbf2f0a20,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.202561,51.545725,On or near Cavendish Road,E01000490,Brent 023A,Burglary,Awaiting court outcome,,POINT (-0.202561 51.545725),False
d91506c16cfa59e73d676eb1b2cca03b350584861409f3651e1337ae13592014,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.214719,51.54387,On or near Brondesbury Park,E01000494,Brent 023B,Burglary,Investigation complete; no suspect identified,,POINT (-0.214719 51.54387),False
809dc8360bf44d7274c5602563926c1ad82bca6d2215c60e7b5d788a274ba472,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.240114,51.551744,On or near Grunwick Close,E01000641,Brent 024C,Burglary,Investigation complete; no suspect identified,,POINT (-0.240114 51.551744),False
5ae4800c51e6a3fb2db5ccdad2838da748e9fdf1cd7aa54f447f7213d00c5dba,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.280487,51.540653,On or near Wycombe Road,E01000477,Brent 026D,Burglary,Investigation complete; no suspect identified,,POINT (-0.280487 51.540653),False
bfeb129144c67fec0059e7dad738164d814c3b0103fe5ee538080a119a4bca4a,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.258714,51.544369,On or near Artesian Close,E01000595,Brent 027A,Burglary,Investigation complete; no suspect identified,,POINT (-0.258714 51.544369),False
960b7e69bf6a06c63f531e27fee2b3e892974ec04bc43b4770b38a607de0f79d,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.268097,51.543006,On or near Foxholt Gardens,E01033456,Brent 027F,Burglary,Investigation complete; no suspect identified,,POINT (-0.268097 51.543006),False
154bcb1ff08abb4adb970751e0c201ad1770594bc0296e06440d5813dd2d190c,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.275981,51.533195,On or near Eldon Way,E01033938,Brent 027H,Burglary,Investigation complete; no suspect identified,,POINT (-0.275981 51.533195),False
2ad622f0cac6a5434a3ef0f12cf23ca37c1a59bda9d0ecdee548c3c4e640ba89,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.269601,51.534917,On or near Willenfield Road,E01033938,Brent 027H,Burglary,Under investigation,,POINT (-0.269601 51.534917),False
47f698de6a6f9d0b12b8def23b7651aec3a193cad255a3275cd4224eb95df55e,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.284059,51.529258,On or near Lakeside Drive,E01033939,Brent 027I,Burglary,Investigation complete; no suspect identified,,POINT (-0.284059 51.529258),False
a29fd43b1826227fb1488e21eafd8f1a304610b5bdaf15bdcd4658f23645dd73,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.285617,51.531924,On or near Bodiam Way,E01033939,Brent 027I,Burglary,Investigation complete; no suspect identified,,POINT (-0.285617 51.531924),False
91abe8ed2e6a3500f31605e5b623945ccc6e922c383e54725028f3e16110a2bc,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.196795,51.540907,On or near Kilburn High Road,E01000545,Brent 028A,Burglary,Under investigation,,POINT (-0.196795 51.540907),False
3fc4c255502fbd4b6fc1650b71dcb98dbd5f59cf5a17b755d7bbca9073bcad78,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.200356,51.543848,On or near Drakes Courtyard,E01000545,Brent 028A,Burglary,Under investigation,,POINT (-0.200356 51.543848),False
7cd623659acf81c34bd9a962ffaeb7c54ef56dc66a6eecf8c1229a1b2219be11,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.194591,51.539012,On or near Birchington Road,E01000548,Brent 028D,Burglary,Unable to prosecute suspect,,POINT (-0.194591 51.539012),False
1a085c05e687e07942d7f009d6a9aededeba55cec6b3d9d9419d214821fbde05,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.298165,51.539912,On or near Rosemont Road,E01000472,Brent 029A,Burglary,Investigation complete; no suspect identified,,POINT (-0.298165 51.539912),False
2aa33786b63494290a6d7edd550421bad30747b9626ee15e8a4bbe23765d3c9c,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.298165,51.539912,On or near Rosemont Road,E01000472,Brent 029A,Burglary,Investigation complete; no suspect identified,,POINT (-0.298165 51.539912),False
7f412ceb0308ac3875e40da31901a839b015171ea5dfd5ad96fdf15a8d9a245f,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.224538,51.543173,On or near Staverton Road,E01000489,Brent 030A,Burglary,Investigation complete; no suspect identified,,POINT (-0.224538 51.543173),False
37a1a49e98fcac9dccb9c54fbc56953380fca35e29f69cc4ce087cf28232022a,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.217906,51.544979,On or near Brondesbury Park,E01000491,Brent 030B,Burglary,Investigation complete; no suspect identified,,POINT (-0.217906 51.544979),False
038b1e1b919bd92683631f9325444d4054b851febe5ff82c5bd8a4d38d8c5a3b,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.22599,51.541829,On or near Chamberlayne Road,E01000492,Brent 030C,Burglary,Investigation complete; no suspect identified,,POINT (-0.22599 51.541829),False
ddb05b6aaa4c7f9bd2c02e64ff2dca1d763f4db3781bd0fae139dba8e236c884,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.250842,51.539045,On or near Craven Park Road,E01000523,Brent 031A,Burglary,Under investigation,,POINT (-0.250842 51.539045),False
b284a6834cb64b8539857c2464fcd09c58c13558932409f04bfe1173f0568c18,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.24711,51.537101,On or near Parking Area,E01000524,Brent 031B,Burglary,Under investigation,,POINT (-0.24711 51.537101),False
8cffc1d4e40bc35db8e51406aed0687eaec959c6dcd1427a1f396b2107d91cb2,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.246138,51.536134,On or near Shopping Area,E01000524,Brent 031B,Burglary,Investigation complete; no suspect identified,,POINT (-0.246138 51.536134),False
5860f7e2bc4b3e0cb8eb0a497e110d8e4b6016d46f4920735fd011fe50b335e8,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.243353,51.536946,On or near Park Parade,E01000533,Brent 031E,Burglary,Investigation complete; no suspect identified,,POINT (-0.243353 51.536946),False
70af662c6d27d78e1948d5403a04cf53c484aebb825eb011098e3d8a36e8f3eb,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.244882,51.536187,On or near Shopping Area,E01033455,Brent 031G,Burglary,Investigation complete; no suspect identified,,POINT (-0.244882 51.536187),False
2854624b18b7cb6dc38cbb15797f6f86c22f8f0029a0fe411fdb5f8c18633f63,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.246125,51.53384,On or near Honeywood Road,E01033485,Brent 031H,Burglary,Investigation complete; no suspect identified,,POINT (-0.246125 51.53384),False
61d2a784d7b216c0bd4a42a2a5a9d0d140e5d25a5c6e0dad0e8b80e5bb3a9d51,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.208089,51.541206,On or near Winchester Avenue,E01000580,Brent 032B,Burglary,Under investigation,,POINT (-0.208089 51.541206),False
c503933e8239f09d7cf191385e9d162ef09437bdb83b70413e27aadfa3f821f1,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.206256,51.537203,On or near Supermarket,E01000580,Brent 032B,Burglary,Under investigation,,POINT (-0.206256 51.537203),False
e215ba89886eb5a991c1e48ea4b12e072a48cd1844c4d3a46a3051e91e8d8e71,2025-02,Metropolitan Police Service,Metropolitan Police Service,-0.210084,51.532244,On or near Beethoven Street,E01000586,Brent 032E,Burglary,Investigation complete; no suspect identified,,POINT (-0.210084 51.532244),False
